label,t,r,accepted_rows,scoreable_rows_in_local_snapshot,representative_sha256,submission_id,polynomial_index
24T12291,12291,24,3,2,e5ad225478fcf6b6e7987746e9a3f1005dac0a832f89c826b5e0d8f452290604,sub_62a9b19d79c844bd8a0909bcf8787d18,175
24T12294,12294,0,2,2,903b8d446a0b4cd5916b2a722c272e3ced1057daad070467bd2fcddaa0c49370,sub_db007695a3144fd8867498c8b52d2f54,203
24T12294,12294,4,3,3,3ace5b9831b04b386710e37e51bef9cd63380525f64d7f374e54024f70e09000,sub_bfe2c60961b449e2b624eed8488b8a75,306
24T12294,12294,8,1,1,1642e084aef47da94fa8c71e2d05fa9aa220d285fc2a723e16e8bfa767f2ad3a,sub_d861b7eb6d214794b3a0b6b10fd2b778,250
24T12294,12294,16,1,0,442efe319a0a5a081eb8253f55446f382f4b585ec3feb799c4b60f0511c3201b,sub_da9406b0d0cc4996a85dc61c79a59ab0,10
24T12294,12294,24,1,0,d7d362cdafb027658e09f3bc995e87a94200aa0e036018539b45825473aa3d7b,sub_da9406b0d0cc4996a85dc61c79a59ab0,38
24T12295,12295,0,5,3,c675c66e872727724dba3a76330ae4024ae0d4c1cfb5da03d898d2be2e6af857,sub_613710dd68c34361bd742c9f3adcbc14,105
24T12295,12295,8,3,2,89bfdbb01975b212aae169cad6d89f419a2f7af0b5c953660a8fe171d59bfaf3,sub_613710dd68c34361bd742c9f3adcbc14,78
24T12295,12295,16,3,2,f91e3ed3e0df661298bb16318f5947a3995e2e35c73a438e2e5c58f067f31758,sub_613710dd68c34361bd742c9f3adcbc14,1
24T12295,12295,20,1,0,ec932b0a0cc0ced45b4ed8e5ba9f4dff355f99aa0a0ebe0a8f67149d7af6ee2d,sub_12ce42f2e3d44ea5a92ef1fd18c14084,321
24T12295,12295,24,3,2,1c33bed4f0ae471a674dbe1f12866605513787f3fdf143aa4638112ec2ccde4e,sub_613710dd68c34361bd742c9f3adcbc14,2
24T12296,12296,0,1,1,60fafc83a096140dbe7db4f8a0d81c8e30ac88d9c4a9d50b12332032854ea54e,sub_71d0754311b3425eaaa86de53b70aedb,277
24T12296,12296,4,1,1,c7330aa9a7373efc53c0f17c6a21ef79ca0de6de4e3e9c6a177b3ecbd092233e,sub_6f43dedf49214875a8d8eb48523c4e4d,13
24T12296,12296,12,2,0,7f98eb648fd6c69e9241394c2a5510815d07357df4b4aa89471529d7b66d4617,sub_ff715a6c7eaa4613828764a22978214b,50
24T12297,12297,8,1,0,b9ba40d5e75e6950181a8c7a11a7d00ee235c32d81005622426ad8798b61a7aa,sub_ff715a6c7eaa4613828764a22978214b,28
24T12299,12299,4,1,0,fd8bac0e33055dfe633ca2fe8cc234529efb86e01720dd631704e89cdb7405bb,sub_ff715a6c7eaa4613828764a22978214b,29
24T12300,12300,24,1,0,fcc7ae5706dc9f23312eb10eb690ccc59b2295a531b4c08c2416cf3bcf1ea61a,sub_84122819bf7d461aa2666db0ff7acf2b,11
24T12301,12301,4,1,0,734f422d859d833c28dcd3186f6a42aec54ba93595cc9262d9a4938085a44e67,sub_ff715a6c7eaa4613828764a22978214b,89
24T12301,12301,8,1,0,d2046bf3c5eae859cc1f8272309bbb3ef4fc390bd13b1effc5cbe1a95314de5f,sub_ff715a6c7eaa4613828764a22978214b,17
24T12301,12301,20,2,0,eab2f12f6b09866a3a7af6068d58a69ad536dbcd590929d9dcfb639b07a616e6,sub_4778563c6a834b428572c13256f62ffe,2
24T12302,12302,0,20,10,b61c27d1d75eefcbe6f34b39ed36b6ef8a0955c9e6e7d4da4899d8fae5996fac,sub_497ab25a609d45fc857764042f68197e,469
24T12302,12302,4,32,20,96744bf702ac50d41ff070583ab0d28a0c7ef5ed8efca49a435e87f7b61dbc8a,sub_2f7b1a0fc0a641c29f444be92a7be3b5,233
24T12302,12302,8,27,16,663c8cc7656aaf6069f97b97c521b7b8649e8e231baf37cf14385fc68c664c32,sub_62a9b19d79c844bd8a0909bcf8787d18,177
24T12302,12302,12,19,17,e32838ad61c548bfa864ba98bbbff4ce0553cb5154280b71d2b04023e495ccc5,sub_f82ccc4b7bd34edb822c16cf531df3b4,119
24T12302,12302,16,2,1,0272d1d60743c1e4fe509b3d247963b9297cb61ce10fad8e7dcfcc2533f7459d,sub_db8fdcb7cf2940c7bba2b1e69e06e30f,0
24T12302,12302,20,2,1,ad419f315154f73a7d8151fc275b6a877342b777b6273b611c246e547aea9645,sub_db8fdcb7cf2940c7bba2b1e69e06e30f,1
24T12302,12302,24,2,1,184c8483fe088deb303a3951f7370dc4f7cb82e7cff3061d4f8b29a2f5f15c83,sub_a1d937e46adb4c3aa54533177c6d1a1e,2
24T12303,12303,0,15,10,a103bcacf354ac6b033dfc9c4190478252c3d7d66eb8693720a927b31bcacdec,sub_fa00e08cdd06472caf80b9b6e5d26336,924
24T12303,12303,4,16,11,7cf4bdc9415366bf822e81eb190d0728f35c52d8db7087260af9a4c337395daf,sub_62a9b19d79c844bd8a0909bcf8787d18,179
24T12303,12303,8,44,27,f5044dcdad18a4d88b863e22a7ab62adbfa1c8001e96a722a1b9da2b2f51e87b,sub_1460bb4862d2424f821a77bcb0b5c3b4,522
24T12303,12303,12,26,16,d3be66a11f4edd30b27982aae3d859e5ff0bb62477986d03d2c5360e5be3e47e,sub_1ec0da78fb09443a88262c5e93a3fb09,404
24T12304,12304,0,10,3,c501fed0240d70db23a18352acaccdfd759420a2f0f2ab39713057df3bfb3627,sub_62a9b19d79c844bd8a0909bcf8787d18,181
24T12304,12304,4,12,8,090259dc04edf045bc4c31df4e320ae4818ed9b5839182834c8a01e0b923ce6a,sub_62a9b19d79c844bd8a0909bcf8787d18,182
24T12304,12304,8,18,13,9319ef79bda4d24ef4e0403e0019bf3e730f907abeb39366905c16a2061371b6,sub_c17c332f0e0f4c26a897abb7604e3f9d,60
24T12304,12304,24,1,1,098612e0713543af1011debad62bf37b174ce6038552d0238ca87e2405ff4949,sub_b4f7f2bd853446aca3382d22345a73ec,18
24T12305,12305,8,1,0,e7c800e0bbe4ac97602688f1f2fb65e1fac88f6d350575db0e49bcc8a0403ff5,sub_1b1b3a2a1e064d7bb1b59bb8d824291d,16
24T12305,12305,12,1,0,7e0e482bfc6ac230b4fb0444a516dcd314ab412a678c1e1bc238b1be4bbba98d,sub_1b1b3a2a1e064d7bb1b59bb8d824291d,17
24T12305,12305,20,1,0,5f717a328412b0c475878508e4145e94ffc5be5b04703e1aa91fc73c69e20349,sub_1b1b3a2a1e064d7bb1b59bb8d824291d,9
24T12306,12306,0,5,4,bde52f06bb9695b327ad835ffa2c8d7c824f3356236e9abe8122505226586ef0,sub_f82ccc4b7bd34edb822c16cf531df3b4,120
24T12306,12306,4,7,5,7f87344a20e4ae55f7e0c7e524555d535152cae8f7918b7f6727818462d106d3,sub_b932e12c4ccb4d77903f817e416c2cd1,125
24T12306,12306,8,7,4,d66d70689712c5ad27f117e0b592aff3ff18c8eecc7734ceeeb58089b4370771,sub_fa00e08cdd06472caf80b9b6e5d26336,886
24T12306,12306,12,5,4,40676beeb1c7cf58f9a2bff45d30375c0c0b9c345067f5d6530d434a4f418f72,sub_62a9b19d79c844bd8a0909bcf8787d18,185
24T12307,12307,0,4,1,47c1131838ebc5920af79941fdb04090bb68b2c7654252b5ff4061540fc3593e,sub_ba06d46f05e842a2b6d59817b7ac5863,243
24T12307,12307,12,4,3,cac9da047b59015a1e80a3d13c956d2e69f337316a7a1e16a6b513ed1afd8ea6,sub_620e72fac2904c23bdaf573ca6273240,210
24T12309,12309,0,3,3,85e3fca3fd1bf0ac1d6615120e9f0c903ce3642d3959eb21c6392c33a52bfff3,sub_948dd834c6114ba18d7883353ea8d854,364
24T12309,12309,2,7,7,914dee8aa25e17f19d7f9ac5f7e108b9d37b19caff09d44d993264305f1a822a,sub_be044e393c6448d2bdece14e37a31693,811
24T12309,12309,6,5,5,406da973d1bdbe0ac32dc4df244c79d364c27d2afdff5b53ca4682e57f38670c,sub_873111762350452184e8055b6d607492,866
24T12312,12312,0,6,6,05776eac4cd29246fddfb49610e5cf93a4b7d1889a0c1482c047814ccb568c65,sub_6069faccb6284ff7a35909db38ddce9c,788
24T12312,12312,2,1,1,22f534fd1da505900e6b92082439884349a18d73bd89f0711315579b9172d14a,sub_c3d49005b2ac44628e06d595c22071ac,943
24T12312,12312,8,3,3,4c2e139f165c8ad38593f7b7a6a50e0d9d23182b9c08e2c4aeacd9ccb16fd232,sub_c9d51a80fc5a4930b0f6081875777769,573
24T12313,12313,0,8,5,9775499ea117a8b0904bd8b4514a477a553998b3a938fefb35950460842cc716,sub_62a9b19d79c844bd8a0909bcf8787d18,186
24T12313,12313,4,5,1,3c24e096b92fc3bf48801bb155b25dfc56d003fadb8bf9b8ebfafb386a02c063,sub_62a9b19d79c844bd8a0909bcf8787d18,187
24T12313,12313,8,8,3,ccad286927781e28c7a8af1fa56f8332995edd4a3bb76eba3f6032774c23a99a,sub_2e4acd951e7d420ca8154fa7e52cd8ab,671
24T12313,12313,12,17,10,4bfa971fbb4cd36a807959c59af0916b80fb3602c4870676d6da8c69fd2aa4a8,sub_a163cffb89b242cd9ef868a04854b53a,56
24T12313,12313,16,4,4,5b5d1d421fba3139c1872b80077abf2fc8e6b2f5533263b7b863d64228965711,sub_7f7c99ec81d44a319eac7dd5972e7e5b,8
24T12313,12313,20,4,1,db58788690bb366e1ab355a181dd655189c8c5f937364d3bcc9bae49b3777477,sub_62a9b19d79c844bd8a0909bcf8787d18,189
24T12313,12313,24,1,1,c02a5b593e674a0e122c239db39f177b6869e6ef91675ad2c39bf27d3aad215f,sub_574f9e56ce804797ab49160e2f9838e6,2
24T12314,12314,0,2,0,4218a4f526ac38c9d96131c9fa47a7b60ed53732570882c250c572741f7f1117,sub_12ce42f2e3d44ea5a92ef1fd18c14084,296
24T12314,12314,4,1,0,ef974e51d0e2da068a9eea7d10e485e7ecb12c16a1386375cce1301d66684311,sub_12ce42f2e3d44ea5a92ef1fd18c14084,303
24T12314,12314,8,2,0,38854a026b93eb7ed4ef9d5b034e82139d3a2f971b2c7ee5aa847a59207d01ff,sub_12ce42f2e3d44ea5a92ef1fd18c14084,301
24T12314,12314,12,6,3,b1aece672cb3fe7b5afdf4426421e1b96fcba8d34bfae266a4e97dab88424ef7,sub_03783cf3e4eb4338921bcc68f017b79a,171
24T12314,12314,16,1,0,0efbfefd0fe9db683f9eb870d6adb15a3f2211199f0feb92b59239a8ad8621e6,sub_12ce42f2e3d44ea5a92ef1fd18c14084,313
24T12315,12315,0,7,2,ddb32e046020c78e92b7ddfcbe2ac023c72cd6b0ae7a43da20b68c7463d11c7c,sub_62a9b19d79c844bd8a0909bcf8787d18,190
24T12315,12315,4,9,6,591ffe7ef2e4083b7fc610cf747207c18fa9de8a387f667d418964233704b4fc,sub_62a9b19d79c844bd8a0909bcf8787d18,191
24T12315,12315,8,12,9,642c86f37bf42cacb01a5c57a0cbd9cf5d92a46fd13c5b6f023afd0a7ecf8712,sub_b8b6dc8939c74f23a6cdb6118d45b225,601
24T12315,12315,12,6,4,c0da9e2841fcdc23269b05d07f3d4a41e7dff31a2de2716d8b2eceea45d99b1a,sub_497ab25a609d45fc857764042f68197e,926
24T12315,12315,16,2,0,def00d940fd4e62221e6d58929e2ef5281e91ff651045f470e53a1889e1804a5,sub_ffcb4bc3240b49fb86f11997ff5d61ce,1
24T12315,12315,20,3,1,299b9d90597750469a79d4b479cea6d9189b6009c2f241994a5cb5d76f838792,sub_62a9b19d79c844bd8a0909bcf8787d18,193
24T12315,12315,24,3,1,ac35e9b9cb1746e935880958366f236b13ce1a8859b205bb5690d70dcb0aae51,sub_62a9b19d79c844bd8a0909bcf8787d18,194
24T12320,12320,0,15,15,e74f770d6249e701cae05ccc6ac95d71604ed2216054e6310a9434ffa3e977ae,sub_dad1f1a3af174fdb9f7679e809c23bd4,795
24T12320,12320,8,1,0,c5e27042e84a9c85afdb322b73b75bd38997f2b12a3fc25f1d58d3aee2166570,sub_da9406b0d0cc4996a85dc61c79a59ab0,68
24T12320,12320,12,1,0,18f5b68167a46499722616183deac3272f20ac19113c3c44c86072c5bddac8c8,sub_da9406b0d0cc4996a85dc61c79a59ab0,66
24T12321,12321,0,2,0,f1ebd9bbe0aacf0be7fe503728c8cd5fc04ba31a0a8f6a7eb3639b702847ff0f,sub_48e797ebb0984107ad7145ac6f1f5cd4,0
24T12321,12321,4,1,0,9aa51a5be8fc075d7a5a5e07e48e14a74a4966c3d643ea05753a98188b50365a,sub_ff715a6c7eaa4613828764a22978214b,30
24T12322,12322,8,2,0,32c1b10da30561358d860079ba32f363c18e380e993a9b3f6a5fef96e3d285ee,sub_48e797ebb0984107ad7145ac6f1f5cd4,1
24T12323,12323,0,4,4,dc9e1ce9f5be2bd8963d8f872dc42b101751e44041cddac27c12147a1c80d775,sub_00124f0f8b8c48afa943997fd90f6b82,459
24T12323,12323,6,1,1,db126a03f243a47058726753aa720adb4b2e2e761c75a236843537b858668038,sub_0133804e6942494390b7c70e5edc5d63,519
24T12324,12324,0,1,1,98d546b135f6d580b73ebad15f5a80a0f0759e71c29282265159deae0abc6921,sub_efb73ae7fa464613a99a9d76d41ef934,814
24T12324,12324,4,6,6,783ba040ebed6b7824c5a4e74659658bb11121a360d77120179fa61ba5c06123,sub_fcdc8c9aef6c4e649761fc3bdf26f1ce,473
24T12324,12324,8,10,10,d75e99d1f97f624bd9a5b6775813465a07e6ea23304757e6517123cf2f65ba38,sub_3c00158d41614396a97097443440c29e,1
24T12324,12324,12,44,44,30fa2b3f843c2a8d9e615d82f6fa1ec14c853bebbce8bea588377fa0d40f61c6,sub_efdebb5bf23b40e8a134353a66a92731,484
24T12324,12324,16,44,43,a006aa8439ad14cdba477e1ff9d797029108171b9454a8bcdf96367d6d5ae428,sub_f064afbd15644a85ad33a2b926955a8d,71
24T12324,12324,20,2,2,cc768202113b919d1bb5fb671a709f36c2a0db1d9d238e09b89bebb418f6ff43,sub_ddaa68b786ba424c91301b494a7db196,101
24T12324,12324,24,229,228,b3f36233c9b02e2e62f6f3490700caea3276fc84309dd3978907e348bd60ec9a,sub_bcc91d2f07074047ba15b38ca3d42c8f,97
24T12326,12326,0,3,1,defc29ebb2cfe12b7e795cd6e364d90188494c0bd6c05ab08157870d8f09a913,sub_83fdb16f7dcd4ad09be8998ee3fe444b,37
24T12334,12334,0,3,1,164961bcdc66a2efc02045b1253e41ef18f507a022cb8fcebfa118d9c891d2f7,sub_1eb5023ea1d94d4fb57fda0df18eb702,94
24T12334,12334,4,2,1,2ea644b5f45f1b23dd651f3b709a0b6386c992db7c3285e28dd248461c0f47ba,sub_143f4e76c56f4d1a9c53a0fa56e4c9ea,12
24T12334,12334,8,4,2,3b22a38f782d1ca8b3c651867532a6b90ca3bef0c5d0a7a3d8e4af2010efe43b,sub_f82ccc4b7bd34edb822c16cf531df3b4,122
24T12334,12334,12,2,1,9cdfdf7b76877077f1aa60de1033ac32d390b9bfcaee28fc10b8ae7efd946a8c,sub_62a9b19d79c844bd8a0909bcf8787d18,195
24T12334,12334,16,4,3,6339a2810090aecd47d887fa061d3647035bc3216c94cf79945149288ffc8ae5,sub_b8b6dc8939c74f23a6cdb6118d45b225,427
24T12335,12335,4,16,10,a684e7826527dbd3207f4442d66eaf22df0cf5c394a7eec9c63865704ec66ea1,sub_4f0c4f5772884b4c8cdaba6939ffe91b,649
24T12335,12335,8,2,1,35b3c430cd644f13bcd4834580e35fb49c94610756a6a9aa1efdbeb48d43d7b6,sub_21a94ea2aefc48c684cc4458e29dcfd9,258
24T12335,12335,12,5,3,66a4ae034f34f669ce7ac6356cda4a6f900a5137f145694ca068b8b8a9ec6a52,sub_ee26463ba79b4540a8b3d483520d1f24,718
24T12337,12337,0,12,7,5109f65aebaba6e83af6c74fd2c1faed5a376bc720a2f945f979bb4f665201a0,sub_f82ccc4b7bd34edb822c16cf531df3b4,123
24T12337,12337,4,3,2,dc79817b8136d184403eef708a76482f4a4e5a7c7238d05dc4f82e5a3d8018b9,sub_62a9b19d79c844bd8a0909bcf8787d18,197
24T12337,12337,8,3,2,ba0e28c44e52377382637636be9db4ac5fe95820aac20ba21f19f2df98433770,sub_9aebabbf51d941e095e310359dead172,119
24T12337,12337,12,1,1,99cda05607a911ba46ef6fcc7b8762e241e519ad1a6352d8865c9a844a220037,sub_143f4e76c56f4d1a9c53a0fa56e4c9ea,14
24T12337,12337,16,7,7,eab9cba5d24316cbbca22aeabc0c033b99b30b72d6530da30d3daea80280685c,sub_62a9b19d79c844bd8a0909bcf8787d18,198
24T12337,12337,24,1,1,4765585f539716bddfcf1323a7cd7ad29b4cd7da2bcdc056848afd7c83e2b2d2,sub_bc7a3dd9294543bd813bed8ba413972b,0
24T12339,12339,0,1,1,950f61cad5cea03d7c9b91bffc9d6f7f35d7dbe7e6e8d837248de1d32edf9597,sub_c0dd0c5fc5864a919438cd1e427319a9,52
24T12339,12339,4,4,4,75bdefd5b3273c4fd732fd7b9177f8ad3742070182ae9af06f55013f9fc7ab1c,sub_71562c298a15424ea05ae6703fdde0bd,0
24T12339,12339,8,6,6,1c603f02c32b9c30f7c5fa76319eb64a278a5957495b422538456a409931d964,sub_cf0f3e5616a246ca98bf673477fbaccb,260
24T12339,12339,12,1,1,af7ecdffe9bb14dc67c2df19cebe2b15c190a77616cec818d3afbcee3dab5077,sub_78995ec4ca414a68ad53e9f0d5db9865,230
24T12339,12339,24,2,1,2ac1fe43d8306980b4981f04228ca6b8c4e27345a3e65bfe9563c5537152e3bf,sub_eb823ab24c5245de8d119aaa5ca8bb43,33
24T12340,12340,0,2,0,9c962b54a7ec09a1fb62477a218ba8ac17b599f3cd7939476554397e5a195775,sub_e194c9fbb5fa48d1bca94d385d647616,93
24T12340,12340,4,21,8,57bdb8f2773478afb2bea47d70fe7677538e7ee1dfd8354476900224ef79f934,sub_e70938379ace4bffb606939ad2bc0190,360
24T12340,12340,8,3,2,d49c9b75861af195ba5f96f4ede35147fd44e62dcf9218718b3256cb7248fa7b,sub_5fe54829f67b49798b7a84fdecb5401c,216
24T12340,12340,16,2,0,772afd011e1a79c358409e57bfe253062f968da2ba80bdbdfc0404bbe1af1af1,sub_e194c9fbb5fa48d1bca94d385d647616,96
24T12342,12342,0,4,4,062e31f0f72f6bdd7dcc7b242d27edb0fc184145c7152a6a7615ff06bc768e9c,sub_602eee1ab5f24d71aee8c452bb702f1c,256
24T12342,12342,8,29,29,8e6a21a8b9cd5435446bab7ab347975781163eb704cbc0e2b7bc7b21f0d855d8,sub_602eee1ab5f24d71aee8c452bb702f1c,269
24T12342,12342,16,136,136,a690425f129019e2d09c01d798cc394bb474873d1069f91d8239d0e76ea75a23,sub_f69ab9465e4e421d9ad2f67f1bbde3ae,93
24T12342,12342,24,40,40,be39e7a17fdc9a55e8ebc2aba7a2e397533df7bc1c3a79e8d7e1f55c9f3f03eb,sub_f912df5da8864f72b18637c0e89eb232,279
24T12343,12343,0,3,2,256469656aa0ed1283a853eeacdbdaedf45f5e7078e5d3caf23db71ba4e26ea7,sub_22470fa377f24b50b772fd76bfa43bda,94
24T12343,12343,4,5,2,1a76e9264b73852024a7e5f7556015482429348730ba4a9437fe18c2ebb8766c,sub_da4c984c71344c5895494a8d08518116,447
24T12343,12343,8,40,35,09bbaa191dc49029ce93a43c3a233e21c1a5ca557e920556bfdbd45ab7458b46,sub_e70938379ace4bffb606939ad2bc0190,55
24T12343,12343,16,1,1,168a78d7f8c8ff43f57c67ab41357ad8905c3c36de41d064eb68e37900ecc639,sub_96995b02585c43b7a9e880935fd30981,62
24T12344,12344,0,3,3,5fbfb623464261248ec0b1804e1efffd19803fe3421b707b33f04f124435c987,sub_807b3cb3f69c499b8272094d847ab277,407
24T12345,12345,0,5,1,04587315d6707f73bfe36846e403b6087d0a93d419ec75d5ddd460afbac77a1a,sub_ba06d46f05e842a2b6d59817b7ac5863,252
24T12345,12345,4,2,1,3deea7b010fcfdfa41bf0cca56542f4b48ba9426d6d4f0ef8ddc9080e5bcc191,sub_45e0c5e8e6ed48d588f55e3f77684d12,397
24T12345,12345,8,15,8,88e5ff6de2af8a696f088b8a1b9da49e5c629e4d8389356089a961cba3f54d7e,sub_f8874988c29a450c80c5fbbbc712cba7,224
24T12346,12346,0,8,8,31872edb785c5b80ddf6a48f352d468ad894f576edcf39d1e5c525b53f2bfb78,sub_88999b7b857042108ef4634640c89ac2,77
24T12346,12346,8,53,53,eb5508c597afc1d54e80558e096e4b4df7bab94e18c20f8d8534f2d92cd57e33,sub_b00af04d6a8a475482aabe9f23c2d0e4,18
24T12346,12346,16,78,78,1dd70124ef048dfe5c419c3d4f98f670bdb9d2867272f64fd0584e463314ce4d,sub_634a22b80cf04cfcb3ee4f457bf4f027,68
24T12346,12346,24,134,134,f600110281a60cff1f2b311536c13454b244eea14985fb1b69f585a8afee0d58,sub_bf337ea4537640bf94a6f89f3fde7eb3,93
24T12347,12347,0,2,1,ca785640dbd37d76ec568e80647edb93291bd47080a2643ad45d03bf17aaca1a,sub_5367012c47ca415aa739a1a5076bd721,32
24T12347,12347,4,5,5,37c2be7025fd1cf5e19f03d77eca59a7523e3a60b3839a475d1d2f50e3220c0a,sub_faeb870eeddd4ce483647b900b621c69,415
24T12347,12347,8,2,1,d32d129f4008bf8586e18b65e6155ec3a02cde92c7dfc94970e90f4a31dd6391,sub_5367012c47ca415aa739a1a5076bd721,33
24T12347,12347,24,1,1,658567fdaba27980b367fb1ffac36ce12bc3a91d3f75dbb61c54579c963f4ba4,sub_5367012c47ca415aa739a1a5076bd721,34
24T12348,12348,0,1,1,ee2a5a9f66cc6af1bee139b9e5b27c8307b34321d8033026dff00b8689a87d42,sub_9850254c45164663a2db09657e84d082,7
24T12348,12348,4,2,1,bbe9517e8b0458f37167c4622f81ab2f2cef6276f51570e2d98f49f495fb3f76,sub_e27fd435561e45009e12251e1386f16e,0
24T12348,12348,12,2,1,f9321afa49667e4da2c8f3f5b72debbaca1387029d04ee646c541471ce4bd729,sub_143f4e76c56f4d1a9c53a0fa56e4c9ea,15
24T12348,12348,16,2,1,fd80f88d8e3c89ccd7009233dad59e0b7cbf8dd927c07f637a2ec8c5474f93de,sub_e3e1900593474d66a95c7aaa9dc7015e,20
24T12349,12349,8,1,1,d3b68cfa6e63f250d6b7eb665dce8293e463c65f8f7f94ecad0516a173841497,sub_c525a294a47647efb2774e56f3871779,131
24T12349,12349,16,3,3,2595d4e4616c04428c8a023a84483f12de9982344b4e531638ab6ad5858795dd,sub_1ec0da78fb09443a88262c5e93a3fb09,702
24T12351,12351,0,1,1,9fc634a5263295d29241ff2d4d7b497355831a54b4b75a5032f95e84c985224e,sub_c525a294a47647efb2774e56f3871779,197
24T12351,12351,8,2,2,73e03a68c2e982a6d7424495685719dc64de9d26db7dc49e59d8154eeec8bb98,sub_fcdc8c9aef6c4e649761fc3bdf26f1ce,592
24T12351,12351,16,1,1,cd599dabee173f167cf198ae706434609ef780d54e9eb6eb24294655371de5b2,sub_5d609a731c0945f380c90817d2380290,731
24T12353,12353,8,2,2,0b5d94214067d4b426f65587e57cef2ecd4297f011b135c9e316010f9ab4889f,sub_bcc91d2f07074047ba15b38ca3d42c8f,105
24T12353,12353,16,3,3,d0dd730ce0e5afd4e2cc0d19b8e03f6683cc94ac6a8a1890fcbba78641975987,sub_cce306314614433dbacfd227d5eb295f,84
24T12356,12356,0,1,1,e41ae79fdd876aba11273f692be111ba1404f53d0b56b5adb51c4a01a121d9be,sub_6c52d7c085d44175b79893490450a521,3
24T12356,12356,24,2,1,7dbfc2ec54a6e58a2b3ad50b1d4ae98bbb3ef44d85afe3b72d0bd9ef9148b317,sub_6c52d7c085d44175b79893490450a521,4
24T12360,12360,0,1,1,ef80deb87d0823ed12f797a88fd2afbb49ad205a250778623afe0ed24cd49729,sub_299e1e9ab7b24dcf88355de4466e1f8e,992
24T12379,12379,0,10,4,54c9b04ea6d714efc88b025087b7ae1e0a74024b77f4499a32f5b88becca9f95,sub_03b7c50579754ecd92fec8202d02008d,640
24T12379,12379,4,6,4,e992dee4be82c1afbc8064ba03ce8e9b445973184dc5cfee980ac1a68cf11f80,sub_82184a2bc049444db0f555ad23db92e3,773
24T12379,12379,8,6,4,dbcdca830ce34a66a6fd4b1826554a271f40715e7bafdefcc3944b94b64960ce,sub_3de562efdd2e42d79ea4237ddc3e78d0,312
24T12379,12379,12,5,2,98fafe555909b1fdd2df4af28177d412cbacfa83678eae86e5afe9e16cd607b5,sub_d9f5c0c4f0a340f8b71903608b1fcf13,97
24T12379,12379,16,4,1,3d761b3cdd40635de765c7085e98a25b135eb2daa186fe5d2c198047aa44bc62,sub_e3e1900593474d66a95c7aaa9dc7015e,21
24T12380,12380,0,2,1,e65171b4cd3e721a83b9f3d5fee03866054d3c0d4b73957150602734389c3a04,sub_c17c332f0e0f4c26a897abb7604e3f9d,62
24T12380,12380,4,4,2,5ad3c71e465514c1d40af11a77fcf455d4b445631c430d95955d3d0d392ab9cc,sub_c17c332f0e0f4c26a897abb7604e3f9d,63
24T12380,12380,8,2,1,5a1b1c11c6da517cbc5db9ad3510364d0a890dc7d3c05b9cc26fd58a6d7c394a,sub_1a4d9cdf8d3b4545aba39a728ac261df,110
24T12380,12380,12,3,1,70ff5fb63612c5178b57b29fe4cbc00c722be559c0547c38f186cc78b06a4521,sub_1a4d9cdf8d3b4545aba39a728ac261df,56
24T12383,12383,16,3,2,207c62f4e9dfc5c6aa6eed3680723e1b385db6d28e584ca8f6710bf723ce2d1e,sub_c17c332f0e0f4c26a897abb7604e3f9d,64
24T12387,12387,0,1,0,22dcfc46d55232d3f58b73a8a0b03836f011b8069cda93e18a855142326147c5,sub_d928b7db069742078e0459a27cd7b215,241
24T12387,12387,4,4,3,db332136221c73ecc8f4b2b3d68b4361a7a6a0a68bc57b5b36f159c159642f44,sub_c17c332f0e0f4c26a897abb7604e3f9d,65
24T12387,12387,8,1,1,237ee2282a8f0b620ed585700ac8a8dab6f020843808ef0f9e51d83e8e269f21,sub_9aebabbf51d941e095e310359dead172,120
24T12387,12387,16,4,3,7dfd402f279cb421bafb63426e9371ee9cdd1ac1d2a7c1c5824779e07b00976d,sub_54b458ee3c4e4b99b9f4d1a6d160eaae,740
24T12388,12388,4,1,1,554d58b50ee17ca737045699be6e98020452d540cd8755dc48854e8d5ca3973b,sub_80980aa5d8144ad79d9d41c3648d9000,861
24T12394,12394,6,1,0,3678f7e9856150fd145126e289a92da3c2be2d920f0971e3a36100d39be1d80a,sub_99d6e09c31b54ca5a07fae6e99ccf02e,464
24T12395,12395,0,3,2,72022da54600ff00c8bb1f979810405fe26ac1dcdc79dc6f05654ae29dc2627d,sub_bc20c5a0e78f48d7a9bbecb5e74a2db9,380
24T12398,12398,24,1,1,379c36b69f40cea5625ada5d10e2b52ef828ab0fe184788b7a6ee746c892d395,sub_b4f7f2bd853446aca3382d22345a73ec,7
24T12402,12402,4,1,0,3c37b0c53c9a151606bb630dca50061d31c88650cc8f2bbc7e4bbb6c51bbb14f,sub_d72fe2b6a80b4b969ec4aaab687170fb,966
24T12404,12404,8,2,2,598bacbb592afefbb815e8119c22e44ef7496aecf9207d237ffeef1cfac323c4,sub_1ec0da78fb09443a88262c5e93a3fb09,714
24T12404,12404,16,1,1,4edbe288229e0f9f51823d9398a5e2ecd93d2a717a28bf82be56653dbb4b15d2,sub_5d609a731c0945f380c90817d2380290,825
24T12405,12405,24,1,1,6940e1cc8dbe65313adfa77621551d6c935ce9f8d3e5cc41e5e08e85e842e323,sub_65b0569835364333b9d87a5f8118adf3,888
24T12406,12406,8,6,6,bd7374192dfad349a1619572d4e32f5db65c75808f2cd8373c2102226d7812b2,sub_ceb4105427054c16a985d54432b836f0,923
